record_id,title,authors,year,venue,doi,url,citation,pub_type,peer_reviewed
rec_00225,High-Speed Flexible Near-Infrared Organic Photodetectors for Self-Powered Optical Integrated Sensing and Communications,"Yingjun Xia, Jing Zhang, Tingting Guo, Hui Wang, Chen Geng, Yu Zhu, Ruiman Han, Yanqing Yang, Guangkun Song, Xiangjian Wan, Guanghui Li, Yongsheng Chen",2024,,10.1002/adfm.202412813,-,,,
rec_00124,High-speed free-space optical communication using standard fiber communication components without optical amplification,"Hua-Ying Liu, Yao Zhang, Xiaoyi Liu, Luyi Sun, Pengfei Fan, Xiaohui Tian, Dong Pan, Mo Yuan, Zhijun Yin, Guilu Long, Shi-Ning Zhu, Zhenda Xie",2023,,10.1117/1.apn.2.6.065001,-,,,
rec_00744,Holographic Beamforming for Integrated Sensing and Communication with Mutual Coupling Effects,"Shuhao Zeng, Haobo Zhang, Boya Di, Hongliang Zhang, Zijian Shao, Zhu Han, H. V. Poor, Lingyang Song",2025,-,10.1109/jsac.2025.3612921,-,,,
rec_00469,Holographic Integrated Sensing and Communications,Marco Di Renzo,2023,Proceedings of the XXXVth URSI General Assembly and Scientific Symposium – GASS 2023,10.46620/ursigass.2023.0658.quqx7888,https://doi.org/10.46620/ursigass.2023.0658.quqx7888,,,
rec_00338,Holographic Intelligence Surface Assisted Integrated Sensing and Communication,"Zhuoyang Liu, Yuchen Zhang, Haiyang Zhang, Feng Xu, Y. Eldar",2024,-,10.1109/jsac.2022.3155548,-,,,
rec_00657,Hybrid Active–Passive Reconfigurable Intelligent Surface for Cooperative Transmission Systems,"Wenhe Wang, Kang Song",2023,Applied Sciences,10.3390/app14010231,https://doi.org/10.3390/app14010231,,,
rec_00455,Hybrid Deep Reinforcement Learning for Enhancing Localization and Communication Efficiency in RIS-Aided Cooperative ISAC Systems,"Prajwalita Saikia, Keshav Singh, Wan-Jen Huang, T. Duong",2024,IEEE Internet of Things Journal,10.1109/JIOT.2024.3411158,https://doi.org/10.1109/JIOT.2024.3411158,,,
rec_00100,Hybrid NOMA Assisted Integrated Sensing and Communication via RIS,"Wanting Lyu, Yue Xiu, Xinyang Li, Songjie Yang, Phee Lep, Yonghui Li, Zhongpei Zhang, Wei Xiang",2023,,10.1109/tvt.2023.3343379,-,,,
rec_00285,Hybrid Reconfigurable Intelligent Metasurfaces: Enabling Simultaneous Tunable Reflections and Sensing for 6G Wireless Communications,"G. C. Alexandropoulos, Nir Shlezinger, Idban Alamzadeh, M. Imani, Haiyang Zhang, Y. Eldar",2021,IEEE Vehicular Technology Magazine,10.1109/MVT.2023.3332580,https://doi.org/10.1109/MVT.2023.3332580,,,
rec_00553,Hybrid RIS-assisted ISAC system for Enhanced V2V networks,"Wei Ma, Wenting Wu, Lei Huang, Wanjie Song, Wanchun Zhang, Tao Yuan, Peichan Zhang, Yang Lian",2024,"Proceedings of the 3rd International Conference on Signal Processing, Computer Networks and Communications",10.1145/3712335.3712432,https://doi.org/10.1145/3712335.3712432,,,
rec_00502,Hybrid RIS-Assisted MIMO Dual-Function Radar-Communication System,"Zhuoyang Liu, H. Zhang, Tianyao Huang, Feng Xu, Y. Eldar",2023,IEEE Transactions on Signal Processing,10.1109/TSP.2024.3371193,https://doi.org/10.1109/TSP.2024.3371193,,,
rec_00442,Hybrid RIS-Assisted MIMO Integrated Sensing and Communication System,"Zhuoyang Liu, Haiyang Zhang, Tianyao Huang, Feng Xu, Y. Eldar",2023,2023 IEEE Globecom Workshops (GC Wkshps),10.1109/GCWkshps58843.2023.10464571,https://doi.org/10.1109/GCWkshps58843.2023.10464571,,,
rec_00580,Hybrid RIS-Enhanced ISAC Secure Systems: Joint Optimization in the Presence of an Extended Target,"Yu Yao, Junhao Zhang, Pu Miao, Long Zhang, Gaojie Chen, Feng Shu, kai-kit Wong",2025,IEEE Transactions on Communications,10.1109/tcomm.2025.3610218,https://doi.org/10.1109/tcomm.2025.3610218,,,
rec_00471,Hybrid RISs for Simultaneous Tunable Reflections and Sensing,"G. C. Alexandropoulos, Nir Shlezinger, Ioannis Gavras, Haiyang Zhang",2025,-,-,-,,,
rec_00073,Hybrid Sensing Strategy Using Pilot and Frame for OTFS-Based ISAC Systems,Xiaolin He,-,,10.1109/icwoc65853.2025.11151117,-,,,
rec_00325,Hybrid STAR-RIS Enabled Integrated Sensing and Communication,"Zehra Yigit, E. Başar",2024,IEEE Transactions on Communications,10.48550/arXiv.2407.15570,https://doi.org/10.48550/arXiv.2407.15570,,,
rec_00438,Hybrid-RIS Empowered UAV-Aided ISAC Systems,"Prajwalita Saikia, Anand Jee, Keshav Singh, Theodoros A. Tsiftsis, Alexandros–Apostolos A. Boulogeorgos",2024,2024 IEEE 100th Vehicular Technology Conference (VTC2024-Fall),10.1109/VTC2024-Fall63153.2024.10757581,https://doi.org/10.1109/VTC2024-Fall63153.2024.10757581,,,
rec_00534,Hybrid-RIS-Aided Vehicular Wireless Sensing and Communication: Transmission Protocol and Performance Enhancement,"Jun Cui, Xueyan Cao, Shubin Wang, Xiaolong Wu, Gerile Ge",2025,IEEE Transactions on Vehicular Technology,10.1109/TVT.2025.3549448,https://doi.org/10.1109/TVT.2025.3549448,,,
rec_00610,Improved AFSA-Based Beam Training Without CSI for RIS-Assisted ISAC Systems,"Yunxiang Shi, Lixin Li, Wensheng Lin, Wei Liang, Zhu Han",2025,-,10.1109/vtc2025-spring65109.2025.11174845,-,,,
rec_00207,Indium phosphide photonic integrated circuit transceiver for FMCW LiDAR,"Brandon J Isaac, Bowen Song, Sergio Pinna, Larry A Coldren, Jonathan Klamkin",2019,IEEE Journal of Selected Topics in Quantum Electronics,10.1109/JSTQE.2019.2911420,https://doi.org/10.1109/JSTQE.2019.2911420,,,
rec_00731,Innovative RIS Prototyping Enhancing Wireless Communication with Real-Time Spot Beam Tracking and OAM Wavefront Manipulation,"Yufei Zhao, Yuan Feng, Afkar Mohamed Ismail, Ziyue Wang, Yong Liang Guan, Yongxin Guo, Chau Yuen",2024,-,10.1109/ojcoms.2024.3439558,-,,,
rec_00723,Integrated Communication and Learned Recognizer with Customized RIS Phases and Sensing Durations,"Yixuan Huang, Jie Yang, Chao-Kai Wen, Shimei Jin",2025,IEEE Transactions on Communications,10.1109/tcomm.2025.3548768,https://doi.org/10.1109/tcomm.2025.3548768,,,
rec_00647,Integrated communication and sensing system based on Si-SiN dual-layer optical phased array.,"Yingzhi Li, Ziming Wang, Haolun Du, Baisong Chen, Junfeng Song, Min Tao",2024,Optics Express,10.1364/oe.535444,https://doi.org/10.1364/oe.535444,,,
rec_00347,Integrated Cooperative Sensing and Communication for RIS-Enabled Full-Duplex Cell-Free MIMO Systems,"A. A. Salem, Mahmoud A. M. Albreem, Khawla A. Alnajjar, Saeed Abdallah, Mohamed Saad",2025,IEEE Transactions on Communications,10.1109/TCOMM.2024.3493795,https://doi.org/10.1109/TCOMM.2024.3493795,,,
rec_00649,Integrated Imaging and Communication with Reconfigurable Intelligent Surfaces,"Hao Luo, Ahmed Alkhateeb",2023,"Asilomar Conference on Signals, Systems and Computers",10.1109/IEEECONF59524.2023.10476888,https://doi.org/10.1109/IEEECONF59524.2023.10476888,,,
rec_00496,Integrated Localization and Communication for IRS-Assisted Multi-User mmWave MIMO Systems,"Xingyu Peng, Xiaoling Hu, Jiabao Gao, Richeng Jin, Xiaoming Chen, Caijun Zhong",2024,IEEE Transactions on Communications,10.1109/TCOMM.2024.3379399,https://doi.org/10.1109/TCOMM.2024.3379399,,,
rec_00135,Integrated metasurfaces for re-envisioning a nearfuture disruptive optical platform,"Younghwan Yang, Junhwa Seong, Minseok Choi, Junkyeong Park, Gyeongtae Kim, Hongyoon Kim, Junhyeon Jeong, Chunghwan Jung, Joohoon Kim, Gyoseon Jeon, Kyung-Il Lee, Dong Hyun Yoon, Junsuk Rho",-,,10.1038/s41377-023-01169-4,-,,,
rec_00154,Integrated optical phased array with on-chip amplification enabling programmable beam shaping,"Marco Gagino, Alonso Millan-Mejia, Luc Augustin, Kevin Williams, Erwin Bente, Victor Dolores-Calzadilla",-,,10.1038/s41598-024-60204-5,-,,,
rec_00198,Integrated Positioning and Communication Relying on Wireless Optical OFDM,"Chao Xu, Christos Masouros, Shinya Sugiura, Periklis Petropoulos, Robert G Maunder, Lie-Liang Yang, Harald Haas, Lajos Hanzo",2025,IEEE Journal on Selected Areas in Communications,10.1109/JSAC.2025.3543532,https://doi.org/10.1109/JSAC.2025.3543532,,,
rec_00257,Integrated sensing and communication based on space-time-coding metasurfaces,"X. Q. Chen, Lei Zhang, Y. Zheng, Shuo Liu, Zhuo Ran Huang, J. Liang, M. Di Renzo, Vincenzo Galdi, T. Cui",2025,Nature Communications,10.1038/s41467-025-57137-6,https://doi.org/10.1038/s41467-025-57137-6,,,
rec_00421,Integrated Sensing and Communication Beamforming Design in RIS-Assisted Symbiotic Radio System,"Yangfan Wang, Xin Wang",2025,Electronics,10.3390/electronics14102016,https://doi.org/10.3390/electronics14102016,,,
rec_00239,Integrated Sensing and Communication for UAV Trajectory Optimization in Mixed FSO-RF Networks in Dynamic Weather Conditions,"Muhammad Nafees, Mohammadamin Baniasadi, James R Hopgood, Majid Safari, John S Thompson",-,,10.1109/wcnc61545.2025.10978163,-,,,
rec_00395,Integrated Sensing and Communication for Wireless Extended Reality (XR) With Reconfigurable Intelligent Surface,"Teng Ma, Yue Xiao, Xia Lei, Ming Xiao",2023,IEEE Journal on Selected Topics in Signal Processing,10.1109/JSTSP.2023.3304846,https://doi.org/10.1109/JSTSP.2023.3304846,,,
rec_00646,Integrated sensing and communication system based on a photonic integrated broadband multi-beamformer.,"Ruixuang Wang, Weichao Ma, Jianwei Liu, Hongru Xu, Zichao Shen, Wangzhe Li",2025,Optics Express,10.1364/oe.555053,https://doi.org/10.1364/oe.555053,,,
rec_00032,Integrated Sensing and Communication With Massive MIMO: A Unified Tensor Approach for Channel and Target Parameter Estimation,"Ruoyu Zha, Lei Che, Shuai Wang, Yi Lou, Yulong Gao, Wen Wu, Derrick Wing, Kwan Ng, Lei Cheng, Ruoyu Zhang",2024,,10.1109/twc.2024.3351856,-,,,
rec_00304,Integrated Sensing and Communication With Reconfigurable Distributed Antenna and Reflecting Surface: Joint Beamforming and Mode Selection,"Pingping Zhang, Jintao Wang, Yulin Shao, Shaodan Ma",2024,IEEE Internet of Things Journal,10.1109/JIOT.2025.3555001,https://doi.org/10.1109/JIOT.2025.3555001,,,
rec_00264,"Integrated Sensing and Communication with Reconfigurable Intelligent Surfaces: Opportunities, Applications, and Future Directions","Rang Liu, Ming Li, Honghao Luo, Qian Liu, A. L. Swindlehurst",2022,IEEE wireless communications,10.1109/TVT.2024.3442574,https://doi.org/10.1109/MWC.002.2200206,,,
rec_00387,Integrated Sensing and Communication With STAR-RIS Over High Mobility Scenario,"Muye Li, Shunde Zhang, Yao Ge, Zan Li, Feifei Gao, Guangjie Han, Pingzhi Fan",2023,Global Communications Conference,10.1109/GLOBECOM54140.2023.10437624,https://doi.org/10.1109/GLOBECOM54140.2023.10437624,,,
rec_00664,Integrated Sensing and Communication With Symbiotic Radio and RIS-Assisted Backscatter,"A. Hakimi, Shayan Zargari, C. Tellambura",2025,IEEE Wireless Communications Letters,10.1109/LWC.2024.3486325,https://doi.org/10.1109/LWC.2024.3486325,,,
rec_00595,Integrated Sensing and Communications for Reconfigurable Intelligent Surface-Aided Cell-Free Networks,"Shanza Shakoor, Quang Nhat Le, Een-Kee Hong, Berk Canberk, T. Duong",2025,IEEE Communications Letters,10.1109/LCOMM.2025.3558995,https://doi.org/10.1109/LCOMM.2025.3558995,,,
rec_00229,Integrated Sensing and Communications Over the Years: An Evolution Perspective,"Di Zhang, Yuanhao Cui, Xiaowen Cao, Nanchi Su, Fan Liu, Xiaojun Jing, J Andrew Zhang, Jie Xu, Christos Masouros, Dusit Niyato, Marco Di Renzo",-,,10.48550/arXiv.2504.06830,-,,,
rec_00002,Integrated Sensing and Communications With Mixed Fields Using Transmit Beamforming,"Yun Xiao, Enhao Wa, Yunfei Chen, Li Chen, Aissa Ikhlef, Hongjian Sun, Enhao Wang",-,,10.1109/lwc.2024.3521186,-,,,
rec_00260,Integrated Sensing and Communications With Reconfigurable Intelligent Surfaces: From signal modeling to processing,"S. Chepuri, Nir Shlezinger, F. Liu, G. C. Alexandropoulos, S. Buzzi, Y. Eldar",2022,IEEE Signal Processing Magazine,10.1109/MSP.2023.3279986,https://doi.org/10.1109/MSP.2023.3279986,,,
rec_00161,"Integrated sensing, lighting and communication based on visible light communication: A review","Chenxin Liang, Jiarong Li, Sicong Liu, Fang Yang, Yuhan Dong, Jian Song, Xiao-Ping Zhang, Wenbo Ding",2023,,10.1016/j.dsp.2023.104340,-,,,
rec_00665,Integrated single target sensing and multiuser communications based on zero-forcing beamforming,"Jingon Joung, Heejung Yu, Tony Q. S. Quek",2023,Vehicular Communications,10.1016/j.vehcom.2023.100637,https://doi.org/10.1016/j.vehcom.2023.100637,,,
rec_00435,Integrating Sensing and Communications: Simultaneously Transmitting and Reflecting Digital Coding Metasurfaces: A successful convergence of physics and signal processsing [Special Issue on Signal Processing for the Integrated Sensing and Communications Revolution],"Francesco Verde, Vincenzo Galdi, Lei Zhang, Tie Jun Cui",2024,IEEE Signal Processing Magazine,10.1109/MSP.2024.3471069,https://doi.org/10.1109/MSP.2024.3471069,,,
rec_00639,Intelligent Convergence: Advancing 6G mmWave Networks with RIS-Enhanced ISAC for IoT Applications,"Xuanhui Liu, Yifeng Zhao, Xiaoqi Wang, Bo Wang, Keyi Cheng",2024,International Conference on Computer Supported Cooperative Work in Design,10.1109/CSCWD61410.2024.10580000,https://doi.org/10.1109/CSCWD61410.2024.10580000,,,
rec_00327,Intelligent Metasurface-Enabled Integrated Sensing and Communication: Unified Framework and Key Technologies,"Shunyu Li, Tianqi Mao, Guangyao Liu, Fan Zhang, Ruiqi Liu, Meng Hua, Zhen Gao, Qingqing Wu, G. Karagiannidis",2025,-,-,-,,,
rec_00331,Intelligent Omni Surfaces Assisted Integrated Multi-Target Sensing and Multi-User MIMO Communications,"Ziheng Zhang, Wen Chen, Qingqing Wu, Zhendong Li, Xusheng Zhu, Jinhong Yuan",2023,IEEE Transactions on Communications,10.1109/TCOMM.2024.3374351,https://doi.org/10.1109/TCOMM.2024.3374351,,,
rec_00508,Intelligent reflecting surface assisted integrated sensing and communication system,"Zhiqing Wei, Xinyi Yang, Chunwei Meng, Xiaoyu Yang, Kaifeng Han, Chen Qiu, Huici Wu",2022,ISACom@MobiCom,10.1145/3556562.3558576,https://doi.org/10.1145/3556562.3558576,,,
rec_00332,Intelligent Reflecting Surface Assisted Integrated Sensing and Communications for mmWave Channels,"Zhengyu Zhu, Zheng Li, Zheng Chu, Gangcan Sun, Wanming Hao, Pei Xiao, Inkyu Lee",2022,arXiv.org,10.1109/icc45855.2022.9838546,-,,,
rec_00317,Intelligent Reflecting Surface Assisted mmWave Integrated Sensing and Communication Systems,"Zhengyu Zhu, Zheng Li, Zheng Chu, Yingying Guan, Qingqing Wu, Pei Xiao, Marco Di Renzo, Inkyu Lee",2024,IEEE Internet of Things Journal,10.1109/JIOT.2024.3421319,https://doi.org/10.1109/JIOT.2024.3421319,,,
rec_00352,Intelligent Surface Empowered Integrated Sensing and Communication: From Coexistence to Reciprocity,"Kaitao Meng, Qingqing Wu, Christos Masouros, Wen Chen, Deshi Li",2023,IEEE wireless communications,10.1109/MWC.019.2300534,https://doi.org/10.1109/MWC.019.2300534,,,
rec_00578,Intelligent Surface Empowered Sensing and Communication: A Novel Mutual Assistance Design,"Kaitao Meng, Qingqing Wu",2022,IEEE Communications Letters,10.1109/LCOMM.2023.3279142,https://doi.org/10.1109/LCOMM.2023.3279142,,,
rec_00527,Intelligent Surface Enabled Sensing-Assisted Communication,"Kaitao Meng, Qingqing Wu, Wen Chen, Deshi Li",2022,ICC 2023 - IEEE International Conference on Communications,10.1109/ICC45041.2023.10279221,https://doi.org/10.1109/ICC45041.2023.10279221,,,
rec_00045,"Intelligent Surfaces Empowered Wireless Network: Recent Advances and the Road to 6G This article offers a comprehensive review of intelligent surfaces (ISs) and their transformative potential in future wireless networks, particularly in the context of 6G","Qingqing Wu, Beixio Zheng, Lipeng Zhu, Kaiming Shen, Xiaod Shao, Weidong Mei, Hongliang Zhang, Ertugrul Basar, Lingyang So, Marco Di Renzo, Zhi-Quan Luo, Marco Di Renzo, Rui Zhang",2024,,10.1109/JPROC.2024.3397910,-,,,
rec_00603,Intelligent Waveform Design for Integrated Sensing and Communication,"Jifa Zhang, Shaoyong Guo, Shiqi Gong, Chengwen Xing, Nan Zhao, Derrick Wing Kwan Ng, D. Niyato",2025,IEEE wireless communications,10.1109/MWC.003.2400044,https://doi.org/10.1109/MWC.003.2400044,,,
rec_00183,Investigation of turbulence-tolerant free-space optical communications via multiplane light conversion,"Pak Cho, Paul M Pellegrino, Justin Bickford, Alexandros Bontzos",-,,10.1117/1.oe.61.11.116104,-,,,
rec_00514,"IRS Aided Millimeter-Wave Sensing and Communication: Beam Scanning, Beam Splitting, and Performance Analysis","Renwang Li, Xiaodan Shao, Shu Sun, Meixia Tao, Rui Zhang",2024,IEEE Transactions on Wireless Communications,10.1109/TWC.2024.3486023,https://doi.org/10.1109/TWC.2024.3486023,,,
rec_00572,IRS-Aided Location Sensing and Beamforming in ISAC Systems: Distributed or Not?,"Shuyang Lyu, Xiaoling Hu, Chenxi Liu, Mugen Peng",2024,IEEE Transactions on Vehicular Technology,10.1109/TVT.2024.3391941,https://doi.org/10.1109/TVT.2024.3391941,,,
rec_00274,ISAC system assisted by RIS with sparse active elements,"Mirza Asif Haider, Yimin D. Zhang, E. Aboutanios",2023,EURASIP Journal on Advances in Signal Processing,10.1186/s13634-023-00977-5,https://doi.org/10.1186/s13634-023-00977-5,,,
rec_00267,Joint Active and Passive Beamforming Design for Hybrid RIS-Aided Integrated Sensing and Communication,"Hongyun Chu, Mengyao Yang, Pan Xue, Xiao Ge",2024,China Communications,10.23919/JCC.ja.2023-0213,https://doi.org/10.23919/JCC.ja.2023-0213,,,
rec_00622,Joint Active and Passive Beamforming Design for Intelligent Reflecting Surface Assisted Integrated Sensing and Communications Systems,"Yongze Wang, Ang Gao, Qian Zhang, Xiaoyu Ren, Jiankang Zhang",2024,ICC 2024 - IEEE International Conference on Communications,10.1109/ICC51166.2024.10622614,https://doi.org/10.1109/ICC51166.2024.10622614,,,
rec_00418,Joint Active and Passive Beamforming Design for IRS-aided MIMO ISAC Based on Sensing Mutual Information,"Jin Li, Gui Zhou, Tantao Gong, Nan Liu, Rui Zhang",2024,-,10.1109/pimrc59610.2024.10817170,-,,,
rec_00270,Joint Active and Passive Beamforming Design for Reconfigurable Intelligent Surface Enabled Integrated Sensing and Communication,"Zhe Xing, Rui Wang, Xiaojun Yuan",2022,IEEE Transactions on Communications,10.1109/TCOMM.2023.3244246,https://doi.org/10.1109/TCOMM.2023.3244246,,,
rec_00356,Joint Active and Passive Beamforming Design for Secure RIS-Aided ISAC System,"Jianglin Ye, Jianxin Dai, Cunhua Pan, Kezhi Wang, Jingjing Li",2025,IEEE Wireless Communications Letters,10.1109/LWC.2025.3528080,https://doi.org/10.1109/LWC.2025.3528080,,,
rec_00289,Joint Active and Passive Beamforming in RIS-Assisted Secure ISAC Systems,"Jinsong Chen, Kai Wu, Jinping Niu, Yanyan Li",2024,Italian National Conference on Sensors,10.3390/s24010289,https://doi.org/10.3390/s24010289,,,
rec_00044,Joint Angle and Delay Cramér-Rao Bound Optimization for ISAC,"Chao Hu, Yuan Fang, Ling Qiu",-,,10.1109/tvt.2025.3577390,-,,,
rec_00043,Joint Antenna Position and Transmit Power Optimization for Pinching Antenna-Assisted ISAC Systems,"Yunhui Qin, Yaru Fu, Haijun Zhang",-,,10.1109/lwc.2025.3597719,-,,,
rec_00717,Joint Antenna Selection and Beamforming Design for Active RIS-Aided ISAC Systems,"Wei Ma, Peichan Zhang, Jun-qing Ye, Rouyang Guan, Xiao-Peng Li, Lei Huang",2025,IEEE Internet of Things Journal,10.1109/JIOT.2025.3560128,https://doi.org/10.1109/JIOT.2025.3560128,,,
rec_00696,Joint Array Partitioning and Beamforming Designs in ISAC Systems: A Bayesian CRB Perspective,"Rang Liu, Ming Li, A. Lee Swindlehurst",2025,IEEE Journal on Selected Areas in Communications,10.1109/jsac.2025.3608773,https://doi.org/10.1109/jsac.2025.3608773,,,
rec_00295,Joint Beamforming and Mode Selection Design for Hybrid RIS Assisted Integrated Sensing and Communications,"Rui Zhao, Xiaoyan Hu, Chao Liu, Han Xiao, Tong-Xing Zheng, Kai-Kit Wong, Guangyue Lu",2024,IEEE Wireless Communications and Networking Conference,10.1109/WCNC57260.2024.10571105,https://doi.org/10.1109/WCNC57260.2024.10571105,,,
rec_00300,Joint Beamforming and Phase Shift Design for RIS-Aided ISAC System,"Yuying Mai, H. Du",2022,International Conference on Innovative Computing and Cloud Computing,10.1109/ICCC56324.2022.10065868,https://doi.org/10.1109/ICCC56324.2022.10065868,,,
rec_00381,Joint Beamforming and Position Optimization for Fluid RIS-aided ISAC Systems,"Jun-qing Ye, Peichan Zhang, Xiao-Peng Li, Lei Huang, Yuanwei Liu",2025,-,10.1109/twc.2024.3434963,-,,,
rec_00319,Joint Beamforming and Power Allocation for RIS Aided Full-Duplex Integrated Sensing and Uplink Communication System,"Yuanchen Guo, Yang Liu, Qing-He Wu, Xiaoyang Li, Qingjiang Shi",2023,IEEE Transactions on Wireless Communications,10.1109/TWC.2023.3321055,https://doi.org/10.1109/TWC.2023.3321055,,,
rec_00001,Joint Beamforming and Power Control for D2D-Assisted Integrated Sensing and Communication Networks,"Zhenyu Xue, Yuang Chen, Hancheng Lu, Baolin Chong, Wanqing Long",-,,10.1109/globecom52923.2024.10901750,-,,,
rec_00275,Joint Beamforming and Reflection Design for RIS-assisted ISAC Systems,"Rang Liu, Ming Li, A. L. Swindlehurst",2022,European Signal Processing Conference,10.23919/EUSIPCO55093.2022.9909807,https://doi.org/10.23919/EUSIPCO55093.2022.9909807,,,
rec_00328,Joint Beamforming and Reflection Design for Secure RIS-ISAC Systems,"Jinjin Chu, Zhiping Lu, Rang Liu, Ming Li, Qian Liu",2024,IEEE Transactions on Vehicular Technology,10.1109/TVT.2023.3328192,https://doi.org/10.1109/TVT.2023.3328192,,,
rec_00588,Joint Beamforming and Reflection Optimization for NOMA-ISAC via IRS,"Yao Yu, Dongdong Li, Bin Wang, Zhutian Yang, Nan Zhao, Dusist Niyato",2025,IEEE Transactions on Wireless Communications,10.1109/TWC.2024.3504597,https://doi.org/10.1109/TWC.2024.3504597,,,
rec_00199,Joint beamforming and UAV trajectory optimization for covert communications in ISAC networks,"Dan Deng, Wen Zhou, Xingwang Li, Daniel Benevides Da Costa, Derrick Wing Kwan Ng, Arumugam Nallanathan",2024,IEEE Transactions on Wireless Communications,10.1109/TWC.2024.3503726,https://doi.org/10.1109/TWC.2024.3503726,,,
rec_00663,Joint Beamforming Design and Sensing in Satellite and RIS-Enhanced Terrestrial Networks: A Federated Learning Approach,"S. Pala, Keshav Singh, Chih-Peng Li, O. Dobre, T. Duong",2025,IEEE Transactions on Cognitive Communications and Networking,10.1109/tccn.2025.3526781,https://doi.org/10.1109/tccn.2025.3526781,,,
rec_00500,Joint Beamforming Design for Active RIS Aided Integrated Sensing and Communication System,"Yingwen Fang, Shouyi Yang",2024,2024 5th International Symposium on Computer Engineering and Intelligent Communications (ISCEIC),10.1109/ISCEIC63613.2024.10810158,https://doi.org/10.1109/ISCEIC63613.2024.10810158,,,
rec_00384,Joint Beamforming Design for Hybrid RIS-Assisted mmWave ISAC System Relying on Hybrid Precoding Structure,"Wanming Hao, Yongchao Qu, Shuang Zhou, Fang Wang, Zhaoming Lu, Shouyi Yang",2024,IEEE Internet of Things Journal,10.1109/JIOT.2024.3390134,https://doi.org/10.1109/JIOT.2024.3390134,,,
rec_00465,Joint Beamforming Design for RIS-Aided Secure Integrated Sensing and Communication Systems,"Haitao Zhao, Fengjing Wu, Wenchao Xia, Yao Zhang, Yiyang Ni, Hongbo Zhu",2023,IEEE Communications Letters,10.1109/LCOMM.2023.3312089,https://doi.org/10.1109/LCOMM.2023.3312089,,,
rec_00263,Joint Beamforming Design for RIS-Assisted Integrated Sensing and Communication Systems,"H. Luo, Rang Liu, Ming Li, Yang Liu, Qian Liu",2022,IEEE Transactions on Vehicular Technology,10.1109/TVT.2022.3197448,https://doi.org/10.1109/TVT.2022.3197448,,,
rec_00349,Joint Beamforming Design for RIS-Empowered NOMA-ISAC Systems,"Chunjie Wang, Xuhui Zhang, Jinke Ren, Wenchao Liu, Shuqiang Wang, Yanyan Shen, Kejiang Ye, Chengzhong Xu, D. Niyato",2025,arXiv.org,10.48550/arXiv.2508.13842,https://doi.org/10.48550/arXiv.2508.13842,,,
rec_00733,Joint Beamforming Design for RIS-enabled Integrated Positioning and Communication in Millimeter Wave Systems,"Junchang Sun, Shuai Ma, Shiyin Li",2023,-,10.1109/tcomm.2023.3265113,-,,,
rec_00607,Joint Beamforming Design for Secure ISAC Systems with Target-Mounted RIS,"Chao Zhou, Zhengquan Zhang, Xiaoxu Zhang, Nan Li, Zheng Ma, Ming Xiao",2025,International Conference on Wireless Communications and Mobile Computing,10.1109/IWCMC65282.2025.11059712,https://doi.org/10.1109/IWCMC65282.2025.11059712,,,
rec_00394,Joint Beamforming Design for Secure Transmission in STAR-RIS Aided ISAC,"Wenjing Wei, Xiaowei Pang, Chengwen Xing, Nan Zhao, D. Niyato",2024,ICC 2024 - IEEE International Conference on Communications,10.1109/ICC51166.2024.10623132,https://doi.org/10.1109/ICC51166.2024.10623132,,,
rec_00397,Joint Beamforming Design for STAR-RIS Enabled ISAC System With Statistical CSI,"Yilong Liu, Jun Zhang, Yu Han, Shi Jin, Xiao Li, Yiyang Ni",2025,IEEE Transactions on Vehicular Technology,10.1109/TVT.2025.3562910,https://doi.org/10.1109/TVT.2025.3562910,,,
rec_00536,Joint Beamforming Design for the STAR-RIS-Enabled ISAC Systems With Multiple Targets and Multiple Users,"Shuang Zhang, Wanming Hao, Gangcan Sun, Zhengyu Zhu, Xingwang Li, Qingqing Wu",2024,IEEE Transactions on Communications,10.1109/TCOMM.2024.3439446,https://doi.org/10.1109/TCOMM.2024.3439446,,,
rec_00099,"Joint Beamforming for RIS-Assisted Integrated Communication, Sensing and Power Transfer Systems","Yue Yang, Hui Gao, Xiaoyu Yang, Ruohan Cao, Yongjian Fan",2024,IEEE Wireless Communications Letters,10.1109/lwc.2023.3327360,https://doi.org/10.1109/LWC.2023.3327360,,,
rec_00344,Joint Beamforming Optimization for Active STAR-RIS-Assisted ISAC Systems,"Shuanghui Zhang, Wanming Hao, Gangcan Sun, Chongwen Huang, Zhengyu Zhu, Xing-zheng Li, Chau Yuen",2023,IEEE Transactions on Wireless Communications,10.1109/TWC.2024.3434963,https://doi.org/10.1109/TWC.2024.3434963,,,
rec_00409,Joint Beamforming Optimization for RIS-Aided ISAC Security Systems,"Jiahui Hao, Xuerong Zhao, Zhe Sun, Yongkang Wang, Gonghao Cui, Yunhui Yi",2025,2025 8th World Conference on Computing and Communication Technologies (WCCCT),10.1109/WCCCT65447.2025.11027929,https://doi.org/10.1109/WCCCT65447.2025.11027929,,,
rec_00576,Joint Beamforming Optimization For STAR-RIS Aided NOMA ISAC Systems,"Gangcan Sun, Yiqian Zhang, Wanming Hao, Zhengyu Zhu, Xingwang Li, Zheng Chu",2024,IEEE Wireless Communications Letters,10.1109/LWC.2024.3356230,https://doi.org/10.1109/LWC.2024.3356230,,,
