record_id,title,authors,year,venue,doi_or_id,Topology & HW Profile,Challenges,Signal Processing & Targeting Capabilities,Metrics & Evaluation,Solutions / Innovations,"Wavelength (λ,nm)",Range & Environment,Channel Impairment Focus,Turbulence Parameters (numeric only),Phase Retrieval / Channel Estimation,Beam Quality Metrics (numeric only),ISAC Coupling & Metrics,Hardware Maturity & Safety/Power,Evaluation Setup Notes,Risk of Bias,Normalization Notes,Anchor (p./Fig./Sec.),Notes,,,,,,,,,,,,,,,,,,,,,,
rec_00576,Joint Beamforming Optimization For STAR-RIS Aided NOMA ISAC Systems,"Gangcan Sun, Yiqian Zhang, Wanming Hao, Zhengyu Zhu, Xingwang Li, Zheng Chu",2024,IEEE WIRELESS COMMUNICATIONS LETTERS,10.1109/LWC.2024.3356230,Dual-functional BS (N=5) + M-element STAR-RIS (time switching); four users (two per side) and K radar targets; NOMA downlink ISAC.,LoS commonly blocked; conventional RIS requires BS and users/targets on the same side.,BS receives echoes to estimate target locations; beampattern-based sensing design; AO + SCA + SDR; joint active/passive design with NOMA decoding constraints.,"Minimize sensing beampattern matching error subject to minimum user-rate constraints; metrics: matching-error (dB), rates; comparisons NOMA vs OMA; TS vs ES modes.",STAR-RIS with time-switching enabling two-sided coverage; NOMA-ISAC coupling for spectrum efficiency.,,"Geometry: BS (−50,0,0)m; STAR-RIS (0,0,0)m; users on near ring r∈[10,15] m and far ring r∈[25,30] m; targets on 15 m circle around BS.",No LoS BS–user; Rician channels.,,Optimizes STAR-RIS passive beamforming jointly with BS transmit covariance (beampattern via R_x=E[xx^H]).,,ISAC waveform; NOMA user multiplexing; beampattern matching as sensing metric.,BS total power P_t=33 dBm.,Comparisons vs conventional RISs; NOMA vs OMA; TS vs ES.,Relies on channel modeling (Rician) and ideal TS/ES control at STAR-RIS.,,"Anchors: [C7],[C8],[C9],[C10],[C11],[C13],[C14],[C16],[C18],[C19],[C20]",,,,,,,,,,,,,,,,,,,,,,,
rec_00577,Cooperative double-IRS Assisted Integrated Sensing and Communication Under NLOS Conditions,"Wan Xiang, Yawen Chen, Zhaoming Lu, Xiangming Wen",2023,2023 IEEE International Conference on Communications (ICC),10.1109/ICC45041.2023.10279107,N-antenna BS (N=16); two IRSs: IRS1 near BS (M1=16) and IRS2 near users (M2=16); double-reflection BS→IRS1→IRS2→user link; NLoS multi-target sensing.,LoS to users and targets blocked (NLoS areas); enabling ISAC under blockage.,Joint active BS beamforming and passive beamforming at both IRSs; AO + SDR for NLoS multi-target sensing/communication.,Objective: maximize weighted sum of min sensing SINR and min communication SINR; metric: SINR (dB).,Cooperative double-IRS architecture enabling NLoS ISAC via double reflections.,,"Scenario: BS (0,0); user cluster (50,0)m; IRS1 (1,1)m; IRS2 (49,1)m; target 20 m from IRS1.",LoS blocked; Rayleigh/Rician fading models.,,Perfect CSI for all links assumed at BS; passive-beam optimization at both IRSs.,,Integrated signaling from BS for sensing+comm; balanced SINR design.,Total transmit power P=20 dBm.,"Comparisons vs single-IRS, Comm-only, Sensing-only schemes.",Assumes perfect global CSI; simulation geometry fixed.,,"Anchors: [C7],[C8],[C9],[C10],[C11],[C13],[C14],[C16],[C18],[C19],[C20]",,,,,,,,,,,,,,,,,,,,,,,
rec_00578,Intelligent Surface Empowered Sensing and Communication: A Novel Mutual Assistance Design,"Kaitao Meng, Qingqing Wu, Wen Chen, Enrico Paolini, Elisabetta Matricardi",2023,IEEE COMMUNICATIONS LETTERS,10.1109/LCOMM.2023.3279142,RSU with 1 Tx and Mr=10 Rx-ULA; K=3 vehicles each carrying an L=100-element IRS with reflecting/refracting modes; IRS refracts to in-vehicle users and reflects echoes to RSU; tasks of vehicle k (comm) and k+1 (sensing) run simultaneously.,Weak/fluctuating vehicle echoes due to small RCS; uncertain bearing angles.,MUSIC for bearing-angle estimation; Kalman filtering for vehicle tracking; IRS phase design tied to estimated/tracked angles.,Expected echo power; echo SNR at Rx-ULA; achievable rate; optimize comm rate subject to sensing requirements; comparisons vs 4 baselines.,Mutual-assistance: sensing-assisted IRS phase shifts + communication-assisted high-precision sensing; polyblock-based optimal algorithm; vehicle-mounted IRS with refraction (users) and reflection (RSU).,,"Vehicular network; RSU (0,0,10)m; vehicles move from (−50,20,0)m to (50,20,0)m.",Weak echoes; angle uncertainty.,,"IRS phases from instantaneous/tracked angles; reflection: θ_{k,l,n}^R=−2π(l−1)cos(ϕ_{k,n|n−1})+θ0; refraction: θ_{k,l,n}^T=π(l−1)(cos(ϕ_k^u)−cos(ṽ_{k,n}))+θ0.",,ISAC with jointly assisted S&C; rate–sensing trade-off evaluated.,Transmit power P_A=0.1 W; IRS passive hardware on vehicles.,Benchmarks: no sensing assist / no comm assist / no S&C assist / random phases.,Dependence on tracking/angle-estimation accuracy in simulations.,,"Anchors: [C7],[C8],[C9],[C10],[C11],[C13],[C14],[C16],[C18],[C19],[C20]",,,,,,,,,,,,,,,,,,,,,,,
rec_00579,TWO BIRDS WITH ONE STONE: ENHANCING COMMUNICATION AND SENSING VIA MULTI-FUNCTIONAL RIS,Wanli Ni; Wen Wang; Ailing Zheng; Peng Wang; Changsheng You; Yonina C. Eldar; Dusit Niyato; Robert Schober,2025,IEEE Wireless Communications,10.1109/MWC.001.2400471,"[C7] DFRC BS (Nt=Nr=8 ULA) + MF-RIS that supports reflection, refraction, and amplification; 4 users; 4 sensing targets; BS–MF-RIS distance 50 m.",[C8] Blockage/high path loss at high frequencies; passive RIS half-space coverage and double-fading; tightly coupled amplitude/phase coefficients and hardware complexity for MF-RIS.,[C9] Sensing-assisted MF-RIS configuration with closed-loop feedback; dynamic coefficient/position/orientation control; multi-objective Pareto optimization balancing rate/SINR (comm) and sensing SINR/sum-SINR.,[C10] Communication rate/SINR and QoS (spectral efficiency); sensing SINR and sum SINR; Pareto boundary of S&C trade-offs.,[C11] MF-RIS integrates reflection–refraction–amplification to mitigate double-fading and enable full-space coverage; multi-objective algorithms; discussion of RCC vs DFRC operation.,,[C13] Users/targets randomly within 100 m radius; near-field MF-RIS ISAC noted as future work.,[C14] “Blockage and high path loss”; double-fading in passive RIS; Doppler compensation/multipath mitigation discussed.,,[C16] Notes low-complexity CE in prior work; accurate CE remains hard for MF-RIS.,,[C18] Explicit S–C trade-off via Pareto front; RCC and DFRC cases compared.,"[C19] MF-RIS circuit (amplifier, power divider, two phase shifters); total power budget $P_{max}=25$ dBm for BS+MF-RIS.","[C20] Numerical comparisons vs Passive RIS, STAR-RIS, and Active RIS benchmarks.",[C21] Hardware complexity/costs and extra power due to amplification; single-target/idealized elements in parts.,[C22] Standard normalization via transmit power and noise levels in SINR/CRB-like analyses.,[C7][C8][C9][C10][C11][C13][C14][C16][C18][C19][C20],,,,,,,,,,,,,,,,,,,,,,,
rec_00580,Hybrid RIS-Assisted MIMO Integrated Sensing and Communication system,Zhuoyang Liu; Haiyang Zhang; Tianyao Huang; Feng Xu; Yonina C. Eldar,2023,2023 IEEE Globecom Workshops (GC Wkshps),10.1109/GCWKSHPS58843.2023.10464571,[C7: p.1] MIMO ISAC with BS (T=8 antennas) and a Hybrid RIS (HRIS) with N=16 elements; HRIS both reflects... and receives radar echoes (DMA-like RF-connected); single user and single radar object; $\lambda=0.1$ m (3 GHz).,[C8: p.1] NLoS communication; non-convex joint design; replacing BS radar receiver with HRIS elements while maintaining comm link.,"[C9: p.1] Alternating optimization: auto gradient descent (AGD) for HRIS parameters (power-splitting $\beta$), SDR for BS beamforming; HRIS acts as passive reflector + active radar receiver.",[C10: p.1] Metrics: radar SINR (maximize) subject to communication SINR constraint $\Gamma_c$.,[C11: p.1] HRIS architecture enabling simultaneous reflection and echo reception; externally controllable; BS transmits $x(n)=w_c c(n)+w_r s(n)$.,3000000,"[C13: p.1] Geometry: BS (0,0,300)m; HRIS (0,100,30)m; user (75,100,0)m; target (0,0,0)m; no direct BS–user link.",[C14: p.1] NLoS user; path loss/occlusion captured implicitly.,,[C16: p.1] Focus on optimizing $\beta$ with phase terms set to zero; per-antenna BS power constraint.,,[C18: p.1] Trade-off via maximizing radar SINR under comm SINR threshold.,"[C19: p.1] HRIS parameters ($\beta, \psi, \gamma$) with RF chain for data acquisition.",[C20: p.1] Benchmarks: HRIS+AO vs BS-only vs random-HRIS+BS-opt.,[C21: p.1] Idealizations in HRIS hardware and channel models.,[C22: p.1] Conventional SINR normalizations.,p.1/Sec.I,[C7] p.1; [C8] p.1; [C9] p.1; [C10] p.1; [C11] p.1; [C12] p.1; [C13] p.1; [C14] p.1; [C16] p.1; [C18] p.1; [C19] p.1,,,,,,,,,,,,,,,,,,,,,,
rec_00582,RIS-Assisted ISAC: Precoding and Phase-Shift Optimization for Mono-Static Target Detection,Özlem Tuğfe Demir; Emil Björnson,2024,2024 IEEE Global Communications Conference (GLOBECOM),10.1109/GLOBECOM52923.2024.10901685,"[C7] Mono-static ISAC transceiver with K Tx and K Rx antennas (UPA), single-antenna UE, and RIS with N elements (e.g., K=36, N=64).",[C8] Target detection under unknown clutter distribution (known low-rank subspace); coupled variables/constraints yield non-convexity; mixed echo paths.,"[C9] Three-path echo model (direct, RIS, mixed) with distinct RCS; clutter-aware GLRT detector; semi-closed-form precoder; joint precoding & RIS phase optimization.",[C10] Sensing: detection probability P_D; Communication: SNR constrained by $\gamma_{th}$; objective maximize average sensing channel gain $tr(R)=p^H C p$ under comm SNR.,[C11] Comprehensive clutter-aware detection with RIS-aided sensing; joint S–C design with SNR constraint; semi-closed-form precoding.,[C12] “Half-wavelength” array spacing.,[C13] Fixed BS/RIS/UE/target angles; LOS and NLOS considered.,[C14] Low-rank clutter model; unknown NLOS reflections with known spatial correlations.,,[C16] Assumes all UE channel coefficients known; sensing channels’ correlation matrices known.,,[C18] Communication SNR constraint $SNR_1 \ge \gamma_{th}$ with total power $||p||^2=P_t$.,[C19] Total transmit power constraint; $\gamma_{th}=10$ (example).,[C20] Benchmarks: optimized vs random/clutter-aware/unaware and no-surface.,[C21] Risk from assumed clutter subspace knowledge and partial CSI; simplified target model.,[C22] Standard SNR/detection-normalization conventions.,[C7][C8][C9][C10][C11][C12][C13][C14][C16][C18][C19][C20],,,,,,,,,,,,,,,,,,,,,,,
rec_00583,Dual-Functional Waveform Design for STAR-RIS Aided ISAC via Deep Reinforcement Learning,Jifa Zhang; Shiqi Gong; Weidang Lu; Chengwen Xing; Nan Zhao; Derrick Wing Kwan Ng; Dusit Niyato,2024,2024 IEEE 35th International Symposium on PersonalIndoor and Mobile Radio Communications (PIMRC),10.1109/PIMRC59610.2024.10817375,"[C7: p.1, p.2] ISAC-BS with Nt=10, STAR-RIS with M=20 elements using energy-splitting and coupled phases; one target; 2N=4 single-antenna users split across reflection/transmission subspaces.",[C8: p.1] Mixed-integer non-convex design; expensive classical joint optimization; STAR-RIS ISAC trade-off space largely unexplored; severe blockages (no direct BS–user link).,"[C9: p.1, p.2] TD3-based DRL for constant-modulus dual-functional waveform and STAR-RIS coefficients; MDP formulation; DRL state includes channel tensors; actor output normalized to satisfy |x_l(n)|=√(P_t/N_t).","[C10: p.1, p.2] Objective: minimize weighted sum of multi-user interference (comm) and waveform discrepancy vs reference FMCW (sensing); beampattern P(θ) from transmit waveform X.","[C11: p.1] DRL approach with STAR-RIS (ES, coupled phases) to jointly balance sensing and communication; DF constant-modulus waveform design.",,"[C13: p.1, p.2] Blocked cellular layout; Gaussian channel models.",[C14: p.1] Severe blockages; Gaussian fading assumption.,,[C16: p.2] Channel information used as semantic features in DRL state; CSI partially embedded in state vector.,[C17: p.2] ...beampattern...,"[C18: p.1, p.2] Joint S–C performance via weighted objective; beampattern vs “radar-only” reference.",[C19: p.2] Transmit power P_t=30 dBm; constant-modulus constraint at symbol level.,"[C20: p.1, p.3] Convergence/performance: TD3 vs SAC vs DDPG (rewards, beampatterns).",[C21: p.2] Model idealizations in channels/STAR hardware and reliance on DRL stability.,[C22: p.2] Standard normalization in objectives/SNR mappings.,[C7][C8][C9][C10][C11][C13][C14][C16][C18][C19][C20][C22],,,,,,,,,,,,,,,,,,,,,,,
rec_00584,Energy Efficiency Optimization in Active Reconfigurable Intelligent Surface-Aided Integrated Sensing and Communication Systems,Junjie Ye; Mohamed Rihan; Peichang Zhang; Lei Huang; Stefano Buzzi; Zhen Chen,2025,IEEE Transactions on Vehicular Technology,10.1109/TVT.2024.3465897,"Active-RIS-aided mono-static ISAC: BS with M antennas (ULA), active RIS with N elements, K single-antenna users, one target. Sim: M=8, N=32, K=4.",EE optimization under blocked direct paths; multiplicative fading for passive RIS; highly non-convex joint design.,"BS transmits superposed comm symbols s_c and radar waveform s_t; target echo via BS–RIS–Target–RIS–BS; receive beamformer u^H at BS; AO with Dinkelbach (fractional program), generalized Rayleigh quotient (u), SDR (W), and MM (Ψ); semi-closed-form eigen solutions.",Objective: maximize EE η=R_b/P; Constraints: user SINR γ_k≥τ_k and sensing SNR γ_r≥τ_r; BS/RIS power budgets.,Use of *active* RIS amplification to overcome double fading and improve EE under ISAC constraints; explicit power consumption model.,,"Blocked layout: BS (0,0)m; active RIS (250,0)m; users ≈(200,30)m; target (200,−50)m.",Direct links blocked; Rician comm channels; sensing channel modeled via steering vectors.,All channels assumed known; CE beyond scope.,Explicit S–C coupling via EE with SINR/SNR thresholds.,"Active RIS amplification (a_max=10); BS static and RIS hardware/amplification powers included; budgets P_ISAC^{max}, P_RIS^{max}.","Benchmarks: Active-EE (proposed) vs Passive-EE, SE-only, No-opt.",Full-CSI assumption; active-hardware idealizations.,Conventional EE (bit/J) and SINR normalizations.,"Anchors: [C7],[C8],[C9],[C10],[C11],[C13],[C14],[C16],[C18],[C19],[C20],[C21]",,,,,,,,,,,,,,,,,,,,,,,,,
rec_00585,2-Bit RIS Prototyping Enhancing Rapid-Response Space-Time Wavefront Manipulation for Wireless Communication: Experimental Studies,Yufei Zhao; Yuan Feng; Afkar Mohamed Ismail; Ziyue Wang; Yong Liang Guan; Yongxin Guo; Chau Yuen,2024,IEEE Open Journal of the Communications Society,10.1109/OJCOMS.2024.3439558,"Hardware prototype: 2-bit phase-shifting RIS, 10×10 (100) RF units; each unit-cell uses 3 PIN diodes; hierarchical multi-MCU control (1 leader, 10 followers); operates at 10.7 GHz; NI USRP-2954, 16-QAM.","Practical RIS limits: coarse phase quantization, slow response, cumbersome control; near-field spherical wavefronts; mutual coupling; multipath/blockage.",Implements codebook-based 3D spot-beam scanning (near-field) with fast power-feedback tracking; rapid vortex-beam rotation (artificial rotational Doppler); far-field beam steering for user blocking.,"Experimental metrics: BER, EVM, RSSI, and measured rotational Doppler shift; unit-cell insertion loss <0.6 dB; 200 MHz bandwidth.",Non-resonant delay-line unit-cell; parallel/pre-configured codebooks in MCUs; <1 ms array reconfiguration (≈0.72 ms).,10.7 GHz,Indoor near-field demos at 0.2–0.5 m; outdoor far-field steering at ~4 m.,Blockage and multipath; mutual coupling; near-field effects.,Control via pre-loaded codebooks; algorithmic beam search with thresholded power feedback.,This is a *communication-only* prototype; ISAC cited as future work.,Prototype hardware with multi-MCU control; no explicit power-safety concerns reported.,Benchmarked spot-tracking/steering against codebook baselines.,Scope limited to comm demos; ISAC not evaluated.,Standard comm metrics/normalizations (BER/EVM/SNR).,"Anchors: [C7],[C8],[C9],[C10],[C11],[C12],[C13],[C14],[C16],[C17],[C18],[C19],[C20]",,,,,,,,,,,,,,,,,,,,,,,,,
rec_00587,Robust Secure Beamforming Design for Downlink RIS-ISAC Systems Enhanced by RSMA,Chen Zhang; Shaocheng Qu; Li Zhao; Ziming Wei; Qianqian Shi; Youya Liu,2025,IEEE Wireless Communications Letters,10.1109/LWC.2024.3521211,"Downlink RIS-ISAC with DFRC BS (N Tx ants), RIS (M elements), K single-antenna users, and a single-antenna malicious target acting as Eve (sensed object). Sim: N=9, M=9, K=2.",Target may be distant/blocked; eavesdropping risk from the radar target; bounded CSI of Eve; non-convex robust design.,RIS establishes virtual-LoS sensing; sensors on RIS acquire target location; RSMA used—common stream also serves as artificial noise; AO + SDR + S-procedure + SCA + rank-one penalty.,"Objective: maximize minimum secrecy rate (MinSR); Constraints: BS transmit power and sensing probing power toward target; Metrics: secrecy rate R_k^{sec}, probing power.",RSMA-enabled secure ISAC with common stream as AN against Eve-target; robust design under bounded CSI uncertainty.,,"BS at (0,0), RIS at (10,10)m; target 15 m from RIS at −50°; users in a sector ring (20–40 m) relative to RIS.",Blockages; Rician for BS–RIS/RIS–User/RIS–Eve; Rayleigh for BS–User; bounded CSI error for Eve.,Only LoS component of Eve known; bounded error model ε_re.,Trade-off between secrecy (MinSR) and sensing power toward target.,RIS unit-modulus; BS power threshold P_t=43 dBm.,Comparisons: RSMA with/without radar sequence vs SDMA variants.,Relies on bounded-error Eve CSI; simplified Eve model.,Standard secrecy-rate/SNR normalizations.,"Anchors: [C7],[C8],[C9],[C10],[C11],[C13],[C14],[C16],[C18],[C19],[C20],[C21]",,,,,,,,,,,,,,,,,,,,,,,,,
rec_00588,Joint Beamforming and Reflection Optimization for NOMA-ISAC via IRS,Yao Yu; Dongdong Li; Bin Wang; Zhutian Yang; Nan Zhao; Dusit Niyato,2025,IEEE Transactions on Wireless Communications,10.1109/TWC.2024.3504597,"NOMA-aided RIS-ISAC with DFRC BS (M=12 ULA), IRS (N=25), K=3 single-antenna users plus one specially sensed user (User-t).",Massive connections and fading; possible LoS blockage; non-convex joint design.,"BS senses User-t while communicating via NOMA; four echo paths (BS–U–BS, BS–IRS–U–BS, BS–U–IRS–BS, BS–IRS–U–IRS–BS); SIC at receivers; AO+SCA for joint BS/IRS optimization.",Objective: maximize sum-rate; Constraints: sensing requirement via radar-echo SNR (SNR_rt).,Joint active beamforming and passive IRS reflection leveraging NOMA waveform for simultaneous sensing & communication.,,"3D sim: BS (0,0,10)m; IRS (0,45,5)m; users/target at specified coordinates.","Blockage; Rayleigh (BS–User) and Rician (BS–IRS, IRS–User) fading.",Perfect CSI for all nodes assumed.,Explicit S–C coupling: maximize sum-rate subject to SNR_rt; full-duplex BS with perfect self-interference suppression.,Unit-modulus IRS; BS total power constraint P_t.,Benchmarks: optimized vs random IRS; with vs without IRS.,Assumes perfect CSI and perfect SI cancellation.,Standard SINR/SNR normalizations.,"Anchors: [C7],[C8],[C9],[C10],[C11],[C13],[C14],[C16],[C18],[C19],[C20],[C21]",,,,,,,,,,,,,,,,,,,,,,,,,
